Code;Value;Date
777669;-571,67;19.07.2023
777671;-1134;31.07.2023
777671;-243;31.07.2023
777671;-243;31.07.2023
777671;-1134;31.07.2023
777671;-243;31.07.2023
777671;-243;31.07.2023
777671;-1134;31.07.2023
777671;-243;31.07.2023
777671;-243;31.07.2023
777671;-1134;31.07.2023
777671;-243;31.07.2023
777671;-243;31.07.2023
777671;-1296;31.07.2023
777671;-1296;31.07.2023
777671;-1296;31.07.2023
777671;-1296;31.07.2023
777671;-1296;31.07.2023
777671;-1296;31.07.2023
777671;-1296;31.07.2023
777671;-1296;31.07.2023
777679;-31907,77;31.07.2023
777679;20699,99;31.07.2023
777679;-20699,99;31.07.2023
777679;27130,85;31.07.2023
777679;4776,92;31.07.2023
777679;3184,61;31.07.2023
777679;-4776,92;31.07.2023
777679;1592,31;31.07.2023
777679;-1592,31;31.07.2023
777679;6369,23;31.07.2023
777679;-3184,61;31.07.2023
777679;1592,31;31.07.2023
777679;-1592,31;31.07.2023
777679;3184,61;31.07.2023
777679;-6369,23;31.07.2023
777679;3184,61;31.07.2023
777679;-3184,61;31.07.2023
777679;-3184,61;31.07.2023
777679;1592,31;31.07.2023
777679;-1592,31;31.07.2023
777679;4776,92;31.07.2023
777679;1592,31;31.07.2023
777679;-4776,92;31.07.2023
777679;3184,61;31.07.2023
777679;-3184,61;31.07.2023
777679;-1592,31;31.07.2023
777679;1592,31;31.07.2023
777679;-1592,31;31.07.2023
777679;-11146,15;31.07.2023
777679;4776,92;31.07.2023
777679;11146,15;31.07.2023
777670;-139512,92;03.08.2023
777670;139512,92;03.08.2023
754759;423,34;31.07.2023
757559;36732,01;31.07.2023
757559;36732,01;31.07.2023
762759;20243,15;01.08.2023
756660;-619,58;19.07.2023
714660;3207,4;31.07.2023
714660;6050,49;31.07.2023
714660;2249,98;31.07.2023
714660;150,43;31.07.2023
714660;1436,93;31.07.2023
714660;1770,23;31.07.2023
714660;592,06;31.07.2023
714660;120;31.07.2023
714660;619,68;31.07.2023
714660;1135,58;31.07.2023
714660;302,97;31.07.2023
714660;147,22;31.07.2023
714660;1587,7;31.07.2023
714660;7232,76;31.07.2023
714660;4233,03;31.07.2023
726459;905,92;31.07.2023
726459;1061,6;31.07.2023
726459;6343,31;31.07.2023
726459;2176,57;31.07.2023
726459;3617,61;31.07.2023
726459;1547,68;31.07.2023
726459;842,45;31.07.2023
726459;455,91;31.07.2023
726459;825,13;31.07.2023
726459;3992,75;31.07.2023
726459;1024,84;31.07.2023
726459;2091,39;31.07.2023
726459;152,68;31.07.2023
726459;4602,67;31.07.2023
726459;3178,43;31.07.2023
726459;370,81;31.07.2023
726459;1294,16;31.07.2023
726459;833,98;31.07.2023
726459;1278,34;31.07.2023
726459;552,6;31.07.2023
726459;3111,52;31.07.2023
733759;-620,46;01.08.2023
756659;620,46;01.08.2023
767659;-2809928,86;01.08.2023
767659;2452923,86;01.08.2023
767659;357005;01.08.2023
726469;3366,66;01.08.2023
726469;1157,8;01.08.2023
747259;14704,76;01.08.2023
747259;25277,27;01.08.2023
726459;2381,89;01.08.2023
726459;2490,54;01.08.2023
726459;591,29;01.08.2023
726459;5887,16;01.08.2023
726459;1566,99;01.08.2023
726459;505,22;01.08.2023
726459;175,18;01.08.2023
726459;764,81;01.08.2023
726459;507,41;01.08.2023
726459;1327,19;01.08.2023
726459;491,37;01.08.2023
726459;642,87;01.08.2023
726459;229,52;01.08.2023
726459;1709,55;01.08.2023
726459;676,65;01.08.2023
726459;1813,16;01.08.2023
726459;844,52;01.08.2023
726459;6148,2;01.08.2023
726459;207,73;01.08.2023
726459;196,43;01.08.2023
726459;1655,19;01.08.2023
726459;603,83;01.08.2023
726459;675,7;01.08.2023
726459;1018,56;01.08.2023
726459;1239,09;01.08.2023
726459;2122,13;01.08.2023
726459;473,33;01.08.2023
726459;634,4;01.08.2023
726459;684,74;01.08.2023
726459;588,15;01.08.2023
726468;4084,8;31.07.2023
726468;2269,33;31.07.2023
726468;3404;31.07.2023
767660;-5724,72;01.08.2023
763459;241,15;01.08.2023
763459;550,7;01.08.2023
738659;4280,68;31.07.2023
723960;4497,68;01.08.2023
723960;9412,88;01.08.2023
723960;27101,16;01.08.2023
723960;30403,36;01.08.2023
723960;11474;01.08.2023
723960;4882,32;01.08.2023
723960;6227,52;01.08.2023
723960;22433,32;01.08.2023
723960;18291;01.08.2023
723960;5377;01.08.2023
723960;10493;01.08.2023
723960;1950,68;01.08.2023
723960;25205,64;01.08.2023
723960;7135,64;01.08.2023
723960;38614,32;01.08.2023
723960;29468,84;01.08.2023
723960;26409,96;01.08.2023
723960;56817,28;01.08.2023
723960;14226,36;01.08.2023
697859;34082,39;31.07.2023
697859;14279,88;31.07.2023
697859;21214,39;31.07.2023
697859;5306,71;31.07.2023
697859;14342,41;31.07.2023
697859;8484,5;31.07.2023
749759;62,63;02.08.2023
749759;31,31;02.08.2023
749759;54,46;02.08.2023
749759;384,41;02.08.2023
749759;2,9;02.08.2023
749759;943,35;02.08.2023
749759;90,39;02.08.2023
749759;484,38;02.08.2023
749759;444,35;02.08.2023
749759;1785,36;02.08.2023
749759;238,22;02.08.2023
749759;40,84;02.08.2023
749759;18,74;02.08.2023
749759;10201,21;02.08.2023
749759;54,45;02.08.2023
749759;77,42;02.08.2023
749759;423,96;02.08.2023
749759;1419,35;02.08.2023
749759;92,32;02.08.2023
749759;5925,93;02.08.2023
749759;929;02.08.2023
749759;1970,83;02.08.2023
749759;7192,56;02.08.2023
749759;310,44;02.08.2023
749759;396,12;02.08.2023
749759;35,39;02.08.2023
749759;194,21;02.08.2023
749759;120,66;02.08.2023
749759;102,17;02.08.2023
749759;949,77;02.08.2023
749759;74,99;02.08.2023
749759;127,96;02.08.2023
749759;0,08;02.08.2023
708859;349,84;31.07.2023
708859;909,63;31.07.2023
708859;446,24;31.07.2023
708859;1459,44;31.07.2023
708859;144,2;31.07.2023
708859;73,84;31.07.2023
708859;35,7;31.07.2023
708859;92,44;31.07.2023
708859;425,11;31.07.2023
708859;1018,39;31.07.2023
708859;427,75;31.07.2023
708859;394,71;31.07.2023
708859;246,92;31.07.2023
708859;92,84;31.07.2023
708859;214,97;31.07.2023
708859;280,41;31.07.2023
708859;372,79;31.07.2023
708859;154,51;31.07.2023
708859;349,32;31.07.2023
708859;109,12;31.07.2023
708859;735,16;31.07.2023
762759;4471,94;31.07.2023
762759;1796,02;31.07.2023
762759;6042,37;31.07.2023
736960;89,85;30.07.2023
736960;87,88;30.07.2023
750159;57,18;30.07.2023
750159;11,43;30.07.2023
762759;1686,93;31.07.2023
749759;0,01;29.07.2023
749759;0,17;29.07.2023
749759;11,36;29.07.2023
749759;0,77;29.07.2023
749759;34,75;29.07.2023
749759;162,35;29.07.2023
749759;162,35;29.07.2023
749759;162,35;29.07.2023
749759;11,36;29.07.2023
749759;11,36;29.07.2023
749759;97,59;29.07.2023
749759;28,04;29.07.2023
749759;34,5;29.07.2023
749759;27,91;29.07.2023
754759;767,2;29.07.2023
757571;9,53;31.07.2023
757571;9,53;31.07.2023
757571;47,64;31.07.2023
757571;26,69;31.07.2023
757571;9,54;31.07.2023
757571;9,54;31.07.2023
749659;33,89;28.07.2023
749659;29,1;28.07.2023
749659;37,3;28.07.2023
749759;6,22;28.07.2023
749759;325,12;28.07.2023
749759;320,31;28.07.2023
749759;296,29;28.07.2023
749759;224,24;28.07.2023
749759;6,22;28.07.2023
749759;6,22;28.07.2023
749759;6,22;28.07.2023
777671;-1215;28.07.2023
777671;-1296;28.07.2023
777671;-1296;28.07.2023
777671;-1296;28.07.2023
777671;-81;28.07.2023
777671;-81;28.07.2023
738759;-837,17;28.07.2023
738759;-68,07;28.07.2023
757571;9,54;28.07.2023
757559;73,51;27.07.2023
757559;416,54;27.07.2023
757571;38;27.07.2023
757559;63,81;27.07.2023
731659;127,95;26.07.2023
757571;9,54;27.07.2023
757571;9,54;27.07.2023
757559;359,41;26.07.2023
749659;5,72;26.07.2023
749659;5,72;26.07.2023
749659;5,72;26.07.2023
749659;45,74;26.07.2023
757559;1048,46;25.07.2023
757559;-955,73;25.07.2023
757559;70,75;25.07.2023
757559;-955,73;25.07.2023
757559;149,79;25.07.2023
757559;1048,46;25.07.2023
736960;34,02;25.07.2023
736960;33,76;25.07.2023
736960;34,86;25.07.2023
736960;32,4;25.07.2023
736960;32,95;25.07.2023
736960;0,28;25.07.2023
736960;40,93;25.07.2023
736960;52;25.07.2023
757559;114,35;25.07.2023
736960;93,11;25.07.2023
736960;73,51;25.07.2023
697659;8399,27;25.07.2023
706759;1118,8;25.07.2023
706759;109,46;25.07.2023
706759;977,39;25.07.2023
706759;1028,8;25.07.2023
706759;729,66;25.07.2023
726459;1301,58;25.07.2023
726468;5531,7;25.07.2023
697659;21890,19;25.07.2023
697659;4993,9;25.07.2023
697659;6922,78;25.07.2023
697659;7315,24;25.07.2023
706759;302,51;25.07.2023
706759;295,63;25.07.2023
706759;1478,14;25.07.2023
706759;360,14;25.07.2023
726459;685,98;25.07.2023
726459;685,98;25.07.2023
726459;2743,9;25.07.2023
726459;685,98;25.07.2023
726468;3429,88;25.07.2023
726468;2743,86;25.07.2023
726468;3429,88;25.07.2023
726468;13719,5;25.07.2023
757571;9,53;25.07.2023
757571;26,45;25.07.2023
757571;54,54;25.07.2023
749659;37,64;24.07.2023
749759;10,2;24.07.2023
777671;-1296;24.07.2023
777671;-1296;24.07.2023
735859;194,66;24.07.2023
754759;1999,02;24.07.2023
735059;231,41;24.07.2023
735059;47,64;24.07.2023
697659;2388,99;24.07.2023
697659;21503,51;24.07.2023
697659;15733,12;24.07.2023
697659;1177,43;24.07.2023
697659;16067,89;24.07.2023
697659;3574,19;24.07.2023
697659;10536,28;24.07.2023
697659;7535,92;24.07.2023
697659;20418,75;24.07.2023
697659;18802,96;24.07.2023
697659;3289,69;24.07.2023
697659;9665,05;24.07.2023
697659;9074,91;24.07.2023
697659;8961,56;24.07.2023
706759;742,87;24.07.2023
706759;4438,57;24.07.2023
706759;897,44;24.07.2023
726459;1769,63;24.07.2023
726459;272,25;24.07.2023
726459;272,25;24.07.2023
726459;2314,13;24.07.2023
726459;1361,25;24.07.2023
726459;204,19;24.07.2023
726459;1089;24.07.2023
726459;1089;24.07.2023
726459;1225,13;24.07.2023
726459;544,5;24.07.2023
726459;680,63;24.07.2023
726459;1225,13;24.07.2023
726459;680,63;24.07.2023
726459;1089;24.07.2023
726468;4083,75;24.07.2023
726468;4083,75;24.07.2023
726468;5218,22;24.07.2023
726468;3403,13;24.07.2023
726468;2722,5;24.07.2023
726468;2268,75;24.07.2023
726468;7486,88;24.07.2023
726468;1361,25;24.07.2023
726468;2268,75;24.07.2023
726468;9755,63;24.07.2023
726468;8167,5;24.07.2023
726468;1361,25;24.07.2023
726469;6280,97;24.07.2023
726469;2980,59;24.07.2023
726469;234,41;24.07.2023
697659;3748,52;24.07.2023
726459;625,86;24.07.2023
726468;24173,92;24.07.2023
697659;60651,39;24.07.2023
697659;5304,83;24.07.2023
697659;24674,09;24.07.2023
697659;39982,27;24.07.2023
697659;13231,35;24.07.2023
697659;2457,59;24.07.2023
697659;4530,93;24.07.2023
697659;22735,8;24.07.2023
697659;9650,47;24.07.2023
697659;6168,47;24.07.2023
697659;50844,71;24.07.2023
697659;16570,04;24.07.2023
697659;14266,58;24.07.2023
697659;42512,05;24.07.2023
697659;50103,26;24.07.2023
697659;4082,04;24.07.2023
726059;1115,97;24.07.2023
726059;570,02;24.07.2023
726459;2858,63;24.07.2023
726459;3947,63;24.07.2023
726459;1769,63;24.07.2023
726459;204,19;24.07.2023
726459;680,63;24.07.2023
726459;2858,63;24.07.2023
726459;1769,63;24.07.2023
726459;680,63;24.07.2023
726459;4764,38;24.07.2023
726459;1633,5;24.07.2023
726459;1089;24.07.2023
726459;6420,56;24.07.2023
726459;1225,13;24.07.2023
726459;4900,5;24.07.2023
726459;5172,75;24.07.2023
726468;3403,13;24.07.2023
726468;18376,88;24.07.2023
726468;21553,12;24.07.2023
726468;24275,63;24.07.2023
726468;1361,25;24.07.2023
726468;9755,62;24.07.2023
726468;16561,87;24.07.2023
726468;6806,25;24.07.2023
726468;1361,25;24.07.2023
726468;3403,13;24.07.2023
726468;10209,38;24.07.2023
726468;7486,88;24.07.2023
726468;3403,13;24.07.2023
726468;18830,62;24.07.2023
726468;6806,25;24.07.2023
726469;6383,78;24.07.2023
726469;992,62;24.07.2023
726469;254,72;24.07.2023
726469;665,65;24.07.2023
726469;582,34;24.07.2023
726469;2245,84;24.07.2023
757571;9,53;24.07.2023
757571;28,59;24.07.2023
757571;76,23;24.07.2023
749759;620,73;21.07.2023
757559;44,92;21.07.2023
757571;9,54;21.07.2023
757571;27,27;21.07.2023
757571;27,27;21.07.2023
749759;0,6;20.07.2023
749759;12,06;20.07.2023
757559;36219,48;20.07.2023
757559;36219,48;20.07.2023
733759;2,25;20.07.2023
733759;2,25;20.07.2023
733759;2,25;20.07.2023
733759;2,38;20.07.2023
733759;2,38;20.07.2023
733759;2,38;20.07.2023
733759;2,25;20.07.2023
733759;2,25;20.07.2023
733759;2,25;20.07.2023
733759;2,38;20.07.2023
733759;2,38;20.07.2023
733759;2,38;20.07.2023
757571;9,54;20.07.2023
757571;9,54;20.07.2023
736960;62,62;19.07.2023
736960;62,35;19.07.2023
749659;12,13;19.07.2023
749759;210,21;19.07.2023
749759;210,21;19.07.2023
736960;65,86;19.07.2023
750159;12,8;19.07.2023
749759;28,84;19.07.2023
749759;99,05;19.07.2023
749759;22,46;19.07.2023
749759;566,01;19.07.2023
749759;99,05;19.07.2023
777671;-1296;19.07.2023
777671;-1296;19.07.2023
777671;-1296;19.07.2023
777671;-1296;19.07.2023
777671;-1296;19.07.2023
735059;231,41;19.07.2023
735059;102,09;19.07.2023
735059;149,74;19.07.2023
735059;206,91;19.07.2023
735059;47,64;19.07.2023
735059;89,84;19.07.2023
735059;483,24;19.07.2023
735059;-0,02;20.07.2023
735059;-0,03;19.07.2023
735059;-0,03;19.07.2023
735059;-0,05;19.07.2023
735059;-0,06;19.07.2023
735059;-0,03;19.07.2023
735059;-0,02;19.07.2023
735059;-0,07;19.07.2023
735059;-0,02;19.07.2023
735059;-0,02;19.07.2023
735059;-0,07;19.07.2023
735059;-0,02;19.07.2023
735059;-0,02;19.07.2023
735059;-0,38;19.07.2023
735059;-0,04;19.07.2023
735059;-4,88;19.07.2023
735059;-0,07;19.07.2023
735059;-0,02;19.07.2023
735059;-0,03;19.07.2023
726459;4151,81;19.07.2023
738659;-136,16;19.07.2023
738659;-22471,02;19.07.2023
762759;136,16;19.07.2023
762759;22471,02;19.07.2023
757571;9,53;19.07.2023
757571;9,54;19.07.2023
750759;269,86;18.07.2023
749759;1773,71;18.07.2023
757571;9,53;19.07.2023
749759;11355,1;19.07.2023
749759;-11355,1;01.08.2023
741559;260,04;18.07.2023
741059;7147,14;18.07.2023
757571;75;18.07.2023
731659;46,35;17.07.2023
749759;31,24;17.07.2023
749759;16,95;17.07.2023
757559;57,63;17.07.2023
736960;40,58;17.07.2023
736960;52,27;17.07.2023
736960;51,19;17.07.2023
736960;53,09;17.07.2023
749759;2,72;17.07.2023
750259;52,27;17.07.2023
736960;86,06;17.07.2023
749759;0,15;17.07.2023
749759;2,95;17.07.2023
736960;48,2;17.07.2023
736960;0,25;17.07.2023
736960;51,52;17.07.2023
749659;10,96;17.07.2023
749659;53,77;17.07.2023
749759;99,05;17.07.2023
749759;17,26;17.07.2023
749759;10,66;17.07.2023
749759;34,03;17.07.2023
749759;3,24;17.07.2023
749759;227,33;17.07.2023
749759;99,05;17.07.2023
749759;391,5;17.07.2023
749759;44,92;17.07.2023
749759;9,65;17.07.2023
749759;549,95;17.07.2023
750159;11,6;17.07.2023
750159;9,53;17.07.2023
750159;19,06;17.07.2023
757559;14,16;17.07.2023
736960;88,48;17.07.2023
736960;58,29;17.07.2023
736960;89,84;17.07.2023
749659;11,43;17.07.2023
749659;7,15;17.07.2023
750159;57,17;17.07.2023
777671;-1215;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-1215;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-1215;17.07.2023
777671;-1215;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-1215;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-1215;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
777671;-1296;17.07.2023
777671;-81;17.07.2023
777671;-81;17.07.2023
757559;4527,44;17.07.2023
757559;4527,44;17.07.2023
754759;579,67;17.07.2023
741559;748,92;17.07.2023
757571;27,27;17.07.2023
741559;1955,5;17.07.2023
757571;27,27;17.07.2023
741559;90,5;17.07.2023
757571;27,27;17.07.2023
735059;183,77;17.07.2023
735059;40,84;17.07.2023
742059;3559,5;17.07.2023
736960;56,1;16.07.2023
736960;58,54;16.07.2023
757571;9,53;17.07.2023
757571;-50,37;01.08.2023
757571;50,37;01.08.2023
757571;50,37;01.08.2023
757571;91,2;17.07.2023
757571;9,53;17.07.2023
757571;28,59;17.07.2023
757571;76,23;17.07.2023
757571;9,54;17.07.2023
757571;27,27;17.07.2023
757571;27,27;17.07.2023
736960;47,32;14.07.2023
736960;61,54;14.07.2023
736960;44,93;14.07.2023
736960;45,74;14.07.2023
749659;11,65;14.07.2023
749659;33,31;14.07.2023
749759;41,07;14.07.2023
749759;30,9;14.07.2023
749759;11,31;14.07.2023
749759;11,3;14.07.2023
749759;288,71;14.07.2023
749759;58,87;14.07.2023
749759;172,97;14.07.2023
749759;123,75;14.07.2023
749759;123,76;14.07.2023
749759;123,76;14.07.2023
750159;69,7;14.07.2023
757559;4,52;14.07.2023
749759;172,39;14.07.2023
749759;25,89;14.07.2023
749759;19,94;14.07.2023
749759;5,67;14.07.2023
749759;168,3;14.07.2023
749759;0,99;14.07.2023
749759;0,99;14.07.2023
749759;156,85;14.07.2023
749759;26,86;14.07.2023
749759;26,86;14.07.2023
757571;27,27;17.07.2023
757571;54,45;14.07.2023
735059;6581,64;14.07.2023
735059;6581,64;14.07.2023
757571;27,27;14.07.2023
757571;27,27;14.07.2023
747559;17622,09;13.07.2023
747559;1779,43;13.07.2023
757559;4579,89;13.07.2023
757559;4579,89;13.07.2023
756659;-0,88;13.07.2023
756659;0,88;13.07.2023
757571;9,54;13.07.2023
757571;27,27;13.07.2023
736960;67,89;12.07.2023
736960;90,39;12.07.2023
749759;880,72;12.07.2023
749759;27,23;12.07.2023
757559;118,37;12.07.2023
750859;114,58;12.07.2023
750859;114,58;12.07.2023
750859;114,58;12.07.2023
757571;5,31;01.08.2023
757571;-5,31;01.08.2023
747259;26391,19;12.07.2023
747259;25198,1;12.07.2023
733759;367,54;12.07.2023
742059;109,48;12.07.2023
757571;5,31;13.07.2023
757571;37,98;13.07.2023
757571;5,44;13.07.2023
757571;28,39;13.07.2023
757571;9,54;12.07.2023
757571;27,27;12.07.2023
747259;20,59;11.07.2023
750159;21,96;11.07.2023
750159;13,42;11.07.2023
750159;8,76;11.07.2023
736960;53,11;11.07.2023
749659;19,81;11.07.2023
749759;254,55;11.07.2023
749759;21,37;11.07.2023
749759;1,98;11.07.2023
749759;44,92;11.07.2023
749759;17,26;11.07.2023
749759;132,73;11.07.2023
749759;132,73;11.07.2023
750259;86,31;11.07.2023
757559;28,29;11.07.2023
757559;24552;11.07.2023
757571;9,54;11.07.2023
757571;9,54;11.07.2023
757571;9,54;11.07.2023
757571;27,27;11.07.2023
757571;27,27;11.07.2023
749759;14,97;10.07.2023
749759;22,6;10.07.2023
749759;10,07;10.07.2023
750259;90,38;10.07.2023
749659;6,81;10.07.2023
749659;5,75;10.07.2023
749759;29,81;10.07.2023
749759;33,35;10.07.2023
757559;13,69;10.07.2023
777671;-1296;10.07.2023
733759;55,78;10.07.2023
738659;395,77;10.07.2023
738659;82,36;10.07.2023
738659;1616,18;10.07.2023
738659;1252,35;10.07.2023
738659;62,62;10.07.2023
738659;392,04;10.07.2023
738659;485,97;10.07.2023
738659;239,58;10.07.2023
738659;49,01;10.07.2023
738659;239,58;10.07.2023
733759;27,77;10.07.2023
741562;106,53;10.07.2023
741562;38,12;10.07.2023
741559;1934,05;10.07.2023
757571;27,27;10.07.2023
735059;-0,14;19.07.2023
762759;-20248,35;10.07.2023
757571;9,53;10.07.2023
757571;38,12;10.07.2023
757571;123,87;10.07.2023
757571;9,54;10.07.2023
757571;9,54;10.07.2023
757571;27,27;10.07.2023
736960;0,28;07.07.2023
736960;64,32;07.07.2023
749759;44,92;07.07.2023
749759;1408,89;07.07.2023
750159;67,79;07.07.2023
736960;45,73;07.07.2023
736960;27,25;07.07.2023
757559;1468,68;07.07.2023
747459;220,27;07.07.2023
754759;220,52;07.07.2023
747459;190,58;07.07.2023
747459;190,58;07.07.2023
757571;9,54;07.07.2023
736960;66,84;06.07.2023
749659;5,09;06.07.2023
749659;19,07;06.07.2023
749759;16,69;06.07.2023
749759;11,32;06.07.2023
749759;44,92;06.07.2023
749759;16,41;06.07.2023
749759;30,08;06.07.2023
750159;65,09;06.07.2023
763459;91,76;06.07.2023
763459;88,82;06.07.2023
735059;3726,01;06.07.2023
757571;27,27;06.07.2023
741559;-30700;05.07.2023
754759;-4000;05.07.2023
755159;-7100;05.07.2023
736960;57,83;05.07.2023
736960;48,46;05.07.2023
736960;62,07;05.07.2023
749659;4,45;05.07.2023
749659;53,77;05.07.2023
749659;12,45;05.07.2023
749659;12,45;05.07.2023
749659;11,43;05.07.2023
749659;1,86;05.07.2023
749659;34,24;05.07.2023
749659;8,31;05.07.2023
749659;12,08;05.07.2023
749759;149,66;05.07.2023
749759;149,64;05.07.2023
749759;18,51;05.07.2023
749759;137,24;05.07.2023
749759;149,64;05.07.2023
749759;23,41;05.07.2023
749759;93,82;05.07.2023
749759;93,81;05.07.2023
749759;9,38;05.07.2023
749759;3,24;05.07.2023
749759;3,24;05.07.2023
749759;11,38;05.07.2023
749759;3,24;05.07.2023
749759;3,84;05.07.2023
749759;3,24;05.07.2023
749759;4,95;05.07.2023
749759;4,06;05.07.2023
749759;3,24;05.07.2023
749759;5,56;05.07.2023
749759;16,54;05.07.2023
749759;16,69;05.07.2023
749759;9,82;05.07.2023
749759;20,01;05.07.2023
749759;9,54;05.07.2023
749759;8,68;05.07.2023
749759;27,64;05.07.2023
749759;4,51;05.07.2023
750159;16,34;05.07.2023
750259;26,88;05.07.2023
750259;79,5;05.07.2023
757559;57,17;05.07.2023
757559;9,53;05.07.2023
757559;13,74;05.07.2023
736960;61,53;05.07.2023
750259;62,64;05.07.2023
750259;106,5;05.07.2023
736960;5,49;05.07.2023
736960;22,53;05.07.2023
749659;60,98;05.07.2023
749659;55,9;05.07.2023
749759;52,12;05.07.2023
749759;29,07;05.07.2023
749759;29,07;05.07.2023
749759;195,86;05.07.2023
749759;530,28;05.07.2023
749759;31,21;05.07.2023
749759;135,98;05.07.2023
749759;135,98;05.07.2023
749759;148,34;05.07.2023
749759;29,07;05.07.2023
749759;514,02;05.07.2023
749759;43,59;05.07.2023
749759;23,41;05.07.2023
750259;10,71;05.07.2023
750259;61,53;05.07.2023
736960;60,2;05.07.2023
736960;59,9;05.07.2023
749659;12,17;05.07.2023
749659;10,07;05.07.2023
749759;2,47;05.07.2023
749759;44,92;05.07.2023
749759;44,72;05.07.2023
749759;5,66;05.07.2023
749759;597,59;05.07.2023
749759;44,92;05.07.2023
749759;391,5;05.07.2023
749759;99,05;05.07.2023
749759;99,05;05.07.2023
749759;227,33;05.07.2023
750259;33,68;05.07.2023
757559;4951,62;05.07.2023
757559;2028,3;05.07.2023
747459;165,03;05.07.2023
754759;61,79;05.07.2023
757559;54450;05.07.2023
735059;5960,27;05.07.2023
735059;5506,31;05.07.2023
735059;102,09;05.07.2023
735059;149,74;05.07.2023
735059;115,71;05.07.2023
733759;1788,68;05.07.2023
733759;3443,96;05.07.2023
733759;850,78;05.07.2023
733759;667,01;05.07.2023
733759;667,01;05.07.2023
747259;-7774,94;05.07.2023
747259;-50567,53;05.07.2023
763459;-367,23;05.07.2023
763459;-420,74;05.07.2023
747559;-3600;05.07.2023
723960;-19479,33;05.07.2023
723960;-3246,57;05.07.2023
723960;-9739,68;05.07.2023
723960;-42205,23;05.07.2023
723960;-9739,68;05.07.2023
723960;-3246,57;05.07.2023
723960;-9739,68;05.07.2023
723960;-3246,57;05.07.2023
723960;-6493,11;05.07.2023
723960;-6493,11;05.07.2023
723960;-19479,33;05.07.2023
723960;-6493,11;05.07.2023
723960;-16232,79;05.07.2023
723960;-25972,44;05.07.2023
723960;-16232,79;05.07.2023
723960;-3246,57;05.07.2023
723960;-3246,57;05.07.2023
723960;-9739,68;05.07.2023
723960;-19479,33;05.07.2023
723960;-19479,33;05.07.2023
723960;-19479,33;05.07.2023
723960;-3246,57;05.07.2023
749759;-32,68;05.07.2023
749759;-122,23;05.07.2023
749759;-1036,67;05.07.2023
749759;-81,7;05.07.2023
749759;-1733,68;05.07.2023
749759;-193,64;05.07.2023
749759;-200,16;05.07.2023
749759;-3795,49;05.07.2023
749759;-1479,3;05.07.2023
749759;-343,83;05.07.2023
749759;-2145,22;05.07.2023
749759;-793,26;05.07.2023
749759;-815,61;05.07.2023
749759;-776,67;05.07.2023
749759;-1419,72;05.07.2023
749759;-1971,34;05.07.2023
749759;-9137,75;05.07.2023
749759;-146,8;05.07.2023
749759;-359,51;05.07.2023
749759;-63,18;05.07.2023
749759;-47,85;05.07.2023
749759;-1847,38;05.07.2023
749759;-67,91;05.07.2023
749759;-20,6;05.07.2023
749759;-149,7;05.07.2023
749759;-105,41;05.07.2023
749759;-3211,77;05.07.2023
749759;-574,07;05.07.2023
749759;-1419,43;05.07.2023
749759;-932,85;05.07.2023
749759;-61,54;05.07.2023
749759;-56,11;05.07.2023
749759;-2155,94;05.07.2023
749759;-1691,96;05.07.2023
749759;-325,51;05.07.2023
749759;-158,49;05.07.2023
749759;-54,78;05.07.2023
749759;-61,19;05.07.2023
749759;-21,97;05.07.2023
749759;-1518,74;05.07.2023
757571;27,23;05.07.2023
757571;123,87;05.07.2023
757571;27,2;05.07.2023
757571;109,08;05.07.2023
736960;68,06;04.07.2023
736960;68,88;04.07.2023
749659;11,03;04.07.2023
749759;106,13;04.07.2023
749759;44,92;04.07.2023
749759;106,12;04.07.2023
749759;11,32;04.07.2023
749759;44,92;04.07.2023
749759;29,63;04.07.2023
749759;93,81;04.07.2023
749759;93,82;04.07.2023
749759;221,88;04.07.2023
749759;114,35;04.07.2023
749759;32,67;04.07.2023
749759;44,92;04.07.2023
749759;44,92;04.07.2023
749759;186,49;04.07.2023
749759;127,96;04.07.2023
749759;17,83;04.07.2023
750259;186,78;04.07.2023
750259;46,82;04.07.2023
750259;96,5;04.07.2023
750259;42,17;04.07.2023
757559;95,29;04.07.2023
757559;50,91;04.07.2023
757559;71,29;04.07.2023
749759;16,41;04.07.2023
749759;99,05;04.07.2023
749759;61,26;04.07.2023
749759;2966,16;04.07.2023
749759;21,97;04.07.2023
749759;17,26;04.07.2023
749759;99,05;04.07.2023
749759;33,35;04.07.2023
736960;8,62;04.07.2023
736960;52,55;04.07.2023
757559;81,68;04.07.2023
749659;57,31;04.07.2023
749659;11,03;04.07.2023
749659;31,62;04.07.2023
749659;66,86;04.07.2023
749659;16,94;04.07.2023
749659;18,23;04.07.2023
749659;42;04.07.2023
749659;5,02;04.07.2023
749659;28,63;04.07.2023
749659;28,25;04.07.2023
749659;10,86;04.07.2023
749759;1,23;04.07.2023
